dist_code,month,sector,investment in cr,number_of_employees
23_1,01-Jul-22,Others,4.91,15
17_2,01-Jul-22,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.75,15
23_2,01-Jul-22,Others,0.25,15
21_5,01-Jul-22,Granite and Stone Crushing,0.47,15
21_3,01-Jul-22,Granite and Stone Crushing,0.47,15
21_2,01-Aug-22,Agro based incl Cold Storages,1.05,15
15_3,01-Aug-22,Engineering,0.98,15
17_1,01-Aug-22,Food Processing,9.5,15
19_1,01-Aug-22,Food Processing,0.65,15
21_5,01-Aug-22,Granite and Stone Crushing,0.16,15
23_3,01-Sep-22,Agro based incl Cold Storages,1.31,15
21_5,01-Sep-22,Granite and Stone Crushing,0.26,15
21_1,01-Oct-22,Food Processing,1.91,15
20_4,01-Oct-22,Pharmaceuticals and Chemicals,0.6,15
20_3,01-Oct-22,Food Processing,0.75,15
15_1,01-Oct-22,Textiles,0.25,15
15_1,01-Oct-22,Pharmaceuticals and Chemicals,0.1,15
15_2,01-Nov-22,Agro based incl Cold Storages,10.07,15
18_2,01-Nov-22,Agro based incl Cold Storages,0.1,15
21_6,01-Nov-22,Food Processing,0.73,15
23_3,01-Nov-22,Electrical and Electronic Products,0.38,15
17_2,01-Nov-22,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.93,15
23_1,01-Dec-22,Engineering,0.11,15
20_1,01-Dec-22,Granite and Stone Crushing,1.84,15
20_4,01-Dec-22,Engineering,0.5,15
14_5,01-Jan-23,Others,7.31,15
21_5,01-Jan-23,Food Processing,1.23,15
19_3,01-Jan-23,Granite and Stone Crushing,0.25,15
21_3,01-Jan-23,Granite and Stone Crushing,1.2,15
23_3,01-Feb-23,Engineering,4.69,15
19_2,01-Feb-23,Engineering,0.24,15
20_3,01-Feb-23,Granite and Stone Crushing,0.25,15
23_1,01-Feb-23,Food Processing,1.45,15
21_2,01-Mar-23,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.7,15
21_5,01-Mar-23,Granite and Stone Crushing,3.65,15
15_2,01-Mar-23,Others,3.02,15
14_1,01-Mar-23,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.5,15
15_2,01-Mar-23,Agro based incl Cold Storages,8.41,15
20_1,01-May-19,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.35,14
20_2,01-May-19,Beverages,0.29,14
20_2,01-May-19,Agro based incl Cold Storages,1.14,14
20_2,01-Jul-19,Beverages,0.24,14
17_2,01-Jul-19,Textiles,0.63,14
18_1,01-Jul-19,Food Processing,0.52,14
21_2,01-Aug-19,Food Processing,1.49,14
21_6,01-Aug-19,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.24,14
17_2,01-Aug-19,Textiles,0.63,14
18_1,01-Aug-19,Engineering,0.29,14
18_1,01-Aug-19,Food Processing,4.34,14
20_4,01-Oct-19,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.29,14
17_3,01-Oct-19,Agro based incl Cold Storages,0.71,14
18_2,01-Nov-19,Agro based incl Cold Storages,0.36,14
20_2,01-Dec-19,Engineering,0.23,14
20_1,01-Dec-19,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.45,14
17_3,01-Dec-19,Agro based incl Cold Storages,0.38,14
14_2,01-Dec-19,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.78,14
19_4,01-Jan-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.35,14
21_3,01-Jan-20,Agro based incl Cold Storages,0.78,14
20_4,01-Jan-20,Engineering,0.1,14
17_2,01-Jan-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.64,14
20_2,01-Mar-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.4,14
21_3,01-Mar-20,Agro based incl Cold Storages,0.54,14
18_2,01-Apr-20,Food Processing,3.51,14
19_3,01-May-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.18,14
22_1,01-Jun-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.75,14
20_4,01-Jun-20,Agro based incl Cold Storages,0.3,14
20_4,01-Jul-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.33,14
15_2,01-Jul-20,Paper and Printing,0.45,14
15_1,01-Aug-20,Granite and Stone Crushing,0.5,14
21_5,01-Sep-20,Engineering,0.16,14
20_2,01-Sep-20,Engineering,0.5,14
21_7,01-Oct-20,Food Processing,0.73,14
20_1,01-Nov-20,Wood and Leather,0.33,14
20_2,01-Nov-20,Agro based incl Cold Storages,0.57,14
15_3,01-Nov-20,Food Processing,0.45,14
15_1,01-Nov-20,Food Processing,1,14
15_3,01-Dec-20,Food Processing,0.25,14
15_2,01-Dec-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.05,14
20_4,01-Jan-21,Food Processing,1.07,14
21_3,01-Jan-21,Food Processing,0.62,14
21_2,01-Feb-21,Engineering,1.11,14
22_1,01-Feb-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.13,14
18_1,01-Feb-21,Engineering,0.25,14
20_2,01-Feb-21,Beverages,0.27,14
20_2,01-Feb-21,Engineering,0.28,14
15_1,01-Mar-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",16.16,14
21_5,01-Mar-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.45,14
15_2,01-Mar-21,Pharmaceuticals and Chemicals,1.82,14
23_3,01-Apr-21,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",2.5,14
20_3,01-Apr-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.38,14
15_2,01-Apr-21,Paper and Printing,0.5,14
21_3,01-May-21,Agro based incl Cold Storages,0.71,14
19_2,01-Jun-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.4,14
20_1,01-Jul-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",2.08,14
21_5,01-Jul-21,Wood and Leather,0.19,14
21_5,01-Aug-21,Food Processing,0.54,14
20_3,01-Oct-21,Engineering,0.38,14
21_2,01-Oct-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.22,14
15_1,01-Oct-21,Food Processing,1.7,14
21_3,01-Nov-21,Food Processing,1.1,14
22_2,01-Nov-21,Food Processing,0.84,14
15_3,01-Dec-21,Others,0.72,14
17_3,01-Dec-21,Agro based incl Cold Storages,0.5,14
20_1,01-Dec-21,Engineering,0.44,14
18_1,01-Dec-21,Plastic and Rubber,1.38,14
17_3,01-Feb-22,Plastic and Rubber,2,14
18_1,01-Mar-22,Agro based incl Cold Storages,5.24,14
17_1,01-May-22,Plastic and Rubber,10.6,14
21_1,01-May-22,Solar and Other Renewable Energy,98.4,14
20_1,01-Jun-22,Engineering,0.33,14
22_1,01-Jun-22,Agro based incl Cold Storages,9.83,14
20_3,01-Jun-22,Engineering,0.48,14
21_1,01-Jul-22,Granite and Stone Crushing,1.86,14
15_2,01-Sep-22,Wood and Leather,0.45,14
15_3,01-Sep-22,Granite and Stone Crushing,0.13,14
20_1,01-Oct-22,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.34,14
20_1,01-Oct-22,Agro based incl Cold Storages,0.35,14
17_3,01-Nov-22,Engineering,1.8,14
20_1,01-Nov-22,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.3,14
20_1,01-Nov-22,Food Processing,0.6,14
21_1,01-Dec-22,Engineering,0.58,14
19_3,01-Jan-23,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.43,14
20_1,01-Jan-23,Engineering,0.56,14
18_1,01-Mar-23,Agro based incl Cold Storages,2.9,14
19_1,01-Apr-19,Engineering,0.63,13
18_1,01-Jun-19,Engineering,0.39,13
15_2,01-Jun-19,Food Processing,0.13,13
23_3,01-Jul-19,Granite and Stone Crushing,0,13
21_2,01-Aug-19,Agro based incl Cold Storages,0.25,13
17_2,01-Sep-19,"Cement, Cement & Concrete Products, Fly Ash Bricks",2.85,13
14_1,01-Oct-19,Engineering,0.41,13
23_3,01-Dec-19,Paper and Printing,0.26,13
15_1,01-Jan-20,Plastic and Rubber,1.8,13
15_3,01-Jan-20,Food Processing,0.13,13
18_2,01-Mar-20,Agro based incl Cold Storages,3.17,13
20_1,01-Mar-20,Food Processing,0.41,13
21_2,01-Mar-20,Wood and Leather,0.27,13
21_2,01-Jul-20,Agro based incl Cold Storages,2.4,13
22_1,01-Sep-20,Food Processing,0.89,13
23_3,01-Sep-20,Paper and Printing,0.75,13
23_3,01-Oct-20,Food Processing,0.65,13
22_2,01-Nov-20,Agro based incl Cold Storages,0.47,13
21_5,01-Nov-20,Agro based incl Cold Storages,0.15,13
21_3,01-Dec-20,Agro based incl Cold Storages,0.34,13
14_1,01-Feb-21,Engineering,0.54,13
21_2,01-Feb-21,Plastic and Rubber,0.33,13
21_3,01-Mar-21,Agro based incl Cold Storages,0.54,13
19_3,01-Apr-21,Food Processing,0.26,13
23_3,01-May-21,Pharmaceuticals and Chemicals,0.4,13
15_3,01-Jul-21,Food Processing,0.16,13
22_1,01-Aug-21,Food Processing,1.85,13
19_3,01-Sep-21,Food Processing,1.44,13
18_1,01-Oct-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.28,13
15_3,01-Nov-21,Granite and Stone Crushing,0.31,13
15_2,01-Jan-22,Pharmaceuticals and Chemicals,2.22,13
21_2,01-Mar-22,Food Processing,1.29,13
17_2,01-Apr-22,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.63,13
21_1,01-May-22,Granite and Stone Crushing,3.11,13
23_3,01-Jun-22,Paper and Printing,3.3,13
18_1,01-Jun-22,Food Processing,1.68,13
23_3,01-Sep-22,Food Processing,1.93,13
23_1,01-Sep-22,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.95,13
23_3,01-Sep-22,Solar and Other Renewable Energy,1.71,13
21_5,01-Oct-22,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.35,13
23_3,01-Nov-22,Wood and Leather,0.19,13
17_1,01-Dec-22,Pharmaceuticals and Chemicals,0.91,13
14_3,01-Feb-23,Food Processing,1.7,13
17_1,01-Feb-23,R&D,1.61,13
23_3,01-Mar-23,Textiles,0.66,13
18_1,01-Mar-23,Engineering,0.45,13
20_3,01-Apr-19,Food Processing,2.02,12
22_1,01-Apr-19,Paper and Printing,0.4,12
17_2,01-Apr-19,Wood and Leather,0,12
18_1,01-Apr-19,Agro based incl Cold Storages,0.2,12
15_3,01-May-19,Others,2.06,12
15_2,01-May-19,Agro based incl Cold Storages,0.24,12
21_3,01-May-19,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.12,12
17_1,01-May-19,Plastic and Rubber,3.92,12
20_2,01-Jun-19,Granite and Stone Crushing,0.25,12
17_3,01-Jun-19,Food Processing,0.75,12
20_1,01-Jul-19,Beverages,0.3,12
20_3,01-Jul-19,Wood and Leather,0.09,12
20_3,01-Jul-19,Plastic and Rubber,0.25,12
20_3,01-Jul-19,Pharmaceuticals and Chemicals,0.25,12
20_4,01-Jul-19,Beverages,0.25,12
20_2,01-Jul-19,Paper and Printing,0.25,12
14_3,01-Jul-19,Food Processing,0.24,12
17_1,01-Aug-19,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.95,12
20_3,01-Aug-19,Pharmaceuticals and Chemicals,0.25,12
20_3,01-Aug-19,Granite and Stone Crushing,0.24,12
23_1,01-Aug-19,Plastic and Rubber,1.91,12
23_3,01-Aug-19,Food Processing,0.15,12
20_1,01-Aug-19,Food Processing,1.28,12
23_1,01-Sep-19,Food Processing,0.22,12
19_4,01-Sep-19,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.4,12
21_2,01-Sep-19,Agro based incl Cold Storages,0.46,12
17_1,01-Sep-19,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.99,12
22_1,01-Sep-19,Plastic and Rubber,0.56,12
21_7,01-Oct-19,Food Processing,0.49,12
17_2,01-Nov-19,Agro based incl Cold Storages,5.75,12
17_3,01-Nov-19,Wood and Leather,0.12,12
17_3,01-Nov-19,Textiles,0.19,12
20_3,01-Nov-19,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.25,12
21_2,01-Dec-19,Agro based incl Cold Storages,0.69,12
18_1,01-Dec-19,Engineering,0.19,12
19_4,01-Dec-19,Food Processing,0.2,12
20_1,01-Dec-19,Beverages,0.23,12
19_1,01-Dec-19,Beverages,0.19,12
15_1,01-Dec-19,Engineering,3.32,12
20_2,01-Jan-20,Engineering,0.47,12
15_1,01-Jan-20,Others,0.75,12
20_4,01-Jan-20,Agro based incl Cold Storages,0.4,12
23_3,01-Jan-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.5,12
20_2,01-Feb-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.36,12
20_2,01-Feb-20,Agro based incl Cold Storages,0.33,12
23_2,01-Feb-20,Food Processing,0.95,12
20_2,01-Mar-20,Beverages,0.28,12
20_3,01-Mar-20,Beverages,0.18,12
21_2,01-Mar-20,Agro based incl Cold Storages,0.58,12
22_1,01-Apr-20,Granite and Stone Crushing,2.65,12
22_1,01-May-20,Granite and Stone Crushing,0.65,12
17_3,01-May-20,Agro based incl Cold Storages,3.96,12
15_1,01-May-20,Engineering,0.25,12
22_2,01-Jun-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.1,12
15_2,01-Jun-20,Electrical and Electronic Products,0.45,12
14_1,01-Jun-20,Wood and Leather,4.84,12
21_3,01-Jul-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.65,12
20_4,01-Jul-20,Granite and Stone Crushing,0.7,12
20_2,01-Jul-20,Textiles,0.23,12
22_1,01-Jul-20,Granite and Stone Crushing,1.61,12
20_3,01-Jul-20,Others,0.18,12
23_2,01-Jul-20,Granite and Stone Crushing,1.34,12
21_3,01-Jul-20,Granite and Stone Crushing,0.14,12
18_2,01-Aug-20,Wood and Leather,0.16,12
20_3,01-Aug-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.15,12
22_1,01-Sep-20,R&D,1.2,12
20_4,01-Sep-20,Pharmaceuticals and Chemicals,0.1,12
21_5,01-Sep-20,Agro based incl Cold Storages,0.47,12
22_1,01-Sep-20,Granite and Stone Crushing,1.52,12
22_2,01-Sep-20,Engineering,1.49,12
20_2,01-Oct-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.27,12
23_3,01-Oct-20,Wood and Leather,0.15,12
19_2,01-Oct-20,Engineering,0.2,12
19_2,01-Nov-20,Beverages,0.39,12
20_3,01-Nov-20,Granite and Stone Crushing,0.25,12
20_2,01-Dec-20,Beverages,0.34,12
20_3,01-Dec-20,Granite and Stone Crushing,0.25,12
20_1,01-Dec-20,Wood and Leather,0.23,12
20_4,01-Jan-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.6,12
23_3,01-Jan-21,Textiles,4.95,12
22_2,01-Jan-21,Food Processing,0.4,12
18_2,01-Feb-21,Agro based incl Cold Storages,0.4,12
20_3,01-Feb-21,Textiles,0.23,12
20_2,01-Feb-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.23,12
15_3,01-Feb-21,Agro based incl Cold Storages,0.72,12
20_2,01-Mar-21,Beverages,0.3,12
18_1,01-Mar-21,Paper and Printing,0.69,12
15_3,01-Apr-21,Food Processing,0.16,12
20_2,01-Apr-21,Engineering,0.38,12
23_1,01-Apr-21,Food Processing,1.5,12
17_3,01-Apr-21,Food Processing,0.86,12
21_3,01-Apr-21,Agro based incl Cold Storages,0.93,12
14_3,01-May-21,Food Processing,1,12
22_1,01-May-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.32,12
23_1,01-May-21,Food Processing,45,12
18_2,01-Jun-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.58,12
15_2,01-Jul-21,Food Processing,0.67,12
15_2,01-Aug-21,Granite and Stone Crushing,0.8,12
17_1,01-Aug-21,Plastic and Rubber,3.6,12
20_1,01-Aug-21,Agro based incl Cold Storages,0.38,12
21_7,01-Aug-21,Food Processing,5,12
14_3,01-Sep-21,Agro based incl Cold Storages,0.23,12
14_1,01-Sep-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.7,12
14_1,01-Sep-21,Agro based incl Cold Storages,0.91,12
20_1,01-Sep-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.38,12
15_1,01-Nov-21,Paper and Printing,0.25,12
19_3,01-Nov-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.37,12
20_4,01-Dec-21,Others,0.45,12
20_3,01-Dec-21,Granite and Stone Crushing,0.25,12
15_2,01-Dec-21,Textiles,0.45,12
15_2,01-Jan-22,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.24,12
23_1,01-Jan-22,Agro based incl Cold Storages,2,12
23_1,01-Jan-22,Pharmaceuticals and Chemicals,1.01,12
23_3,01-Jan-22,Food Processing,0.75,12
17_2,01-Jan-22,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",1.27,12
22_2,01-Feb-22,Wood and Leather,0.59,12
20_2,01-Feb-22,Granite and Stone Crushing,0.25,12
15_2,01-Feb-22,Textiles,0.05,12
14_3,01-Feb-22,Food Processing,0.99,12
20_1,01-Mar-22,Agro based incl Cold Storages,0.25,12
17_3,01-Mar-22,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.99,12
21_2,01-Apr-22,Beverages,0.4,12
20_4,01-Apr-22,Beverages,0.5,12
20_3,01-May-22,Textiles,1.9,12
20_1,01-May-22,Wood and Leather,0.42,12
21_2,01-May-22,Food Processing,0.67,12
23_3,01-May-22,Electrical and Electronic Products,1.19,12
21_6,01-Jun-22,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.92,12
22_1,01-Jul-22,Food Processing,3.27,12
18_1,01-Jul-22,Plastic and Rubber,0.1,12
20_1,01-Jul-22,Plastic and Rubber,0.23,12
21_5,01-Jul-22,Food Processing,1.22,12
23_3,01-Aug-22,Others,0.84,12
23_3,01-Sep-22,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.99,12
20_1,01-Sep-22,Engineering,0.55,12
20_4,01-Oct-22,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.31,12
19_3,01-Oct-22,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.32,12
19_2,01-Oct-22,Food Processing,0.2,12
23_3,01-Oct-22,Agro based incl Cold Storages,0.9,12
23_3,01-Oct-22,Electrical and Electronic Products,0.91,12
22_2,01-Oct-22,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.16,12
23_1,01-Nov-22,Engineering,0.3,12
14_3,01-Dec-22,Food Processing,0.96,12
20_3,01-Dec-22,Plastic and Rubber,0.65,12
23_1,01-Dec-22,Textiles,1.88,12
15_1,01-Jan-23,Plastic and Rubber,2.37,12
17_3,01-Jan-23,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.16,12
20_1,01-Jan-23,Beverages,0.5,12
21_1,01-Feb-23,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.24,12
21_5,01-Feb-23,Granite and Stone Crushing,0.95,12
20_1,01-Feb-23,Engineering,0.34,12
22_1,01-Mar-23,Others,0.57,12
21_1,01-Mar-23,Others,0.18,12
17_3,01-May-19,Granite and Stone Crushing,0.2,11
21_3,01-Sep-19,Agro based incl Cold Storages,0.3,11
17_1,01-Sep-19,Food Processing,0.6,11
18_1,01-Oct-19,Plastic and Rubber,1.14,11
21_2,01-Dec-19,Food Processing,1.21,11
21_5,01-Jan-20,Food Processing,0.27,11
23_2,01-Jan-20,Engineering,1.07,11
17_2,01-Feb-20,Plastic and Rubber,0.18,11
21_5,01-Sep-20,Textiles,0.13,11
15_2,01-Oct-20,Pharmaceuticals and Chemicals,1.07,11
15_3,01-Oct-20,Food Processing,0.15,11
20_1,01-Nov-20,Engineering,0.24,11
18_2,01-Nov-20,Food Processing,0.95,11
18_2,01-Nov-20,Agro based incl Cold Storages,0.33,11
15_2,01-Dec-20,Agro based incl Cold Storages,0.39,11
20_1,01-Jan-21,Beverages,0.33,11
18_1,01-Jan-21,Engineering,0.4,11
21_3,01-Jan-21,Agro based incl Cold Storages,1.17,11
19_1,01-Mar-21,Food Processing,0.29,11
23_3,01-Mar-21,Agro based incl Cold Storages,0.53,11
18_1,01-Mar-21,Wood and Leather,0.54,11
18_1,01-Apr-21,Engineering,0.74,11
20_4,01-Apr-21,Engineering,0.28,11
20_1,01-Apr-21,Engineering,0.27,11
20_1,01-May-21,Agro based incl Cold Storages,0.25,11
19_2,01-Jul-21,Engineering,0.28,11
20_2,01-Aug-21,Food Processing,0.42,11
20_2,01-Oct-21,Agro based incl Cold Storages,0.71,11
21_3,01-Jan-22,Others,0.79,11
22_1,01-Jan-22,Food Processing,0.77,11
19_3,01-Feb-22,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.31,11
18_2,01-Mar-22,Engineering,0.18,11
20_2,01-Mar-22,Beverages,0.25,11
21_1,01-Apr-22,Granite and Stone Crushing,1.45,11
15_2,01-Apr-22,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.8,11
19_4,01-May-22,Food Processing,0.65,11
18_1,01-May-22,Food Processing,1,11
15_3,01-Jun-22,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.39,11
21_5,01-Aug-22,Food Processing,1.15,11
15_2,01-Oct-22,R&D,3.16,11
18_2,01-Nov-22,Food Processing,1.03,11
23_1,01-Jan-23,Wood and Leather,0.19,11
14_1,01-Mar-23,Wood and Leather,0.68,11
20_3,01-Apr-19,Paper and Printing,0.2,10
23_1,01-Apr-19,Agro based incl Cold Storages,0.2,10
14_3,01-Apr-19,Food Processing,0.23,10
17_1,01-Apr-19,Engineering,1.37,10
21_2,01-Apr-19,Granite and Stone Crushing,0.6,10
21_2,01-May-19,Granite and Stone Crushing,0.25,10
22_1,01-May-19,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.25,10
21_3,01-May-19,Agro based incl Cold Storages,0.47,10
21_3,01-May-19,Granite and Stone Crushing,1.02,10
23_1,01-May-19,Food Processing,0.77,10
15_2,01-May-19,R&D,0.35,10
19_2,01-May-19,Textiles,0.17,10
17_2,01-May-19,R&D,0.3,10
17_2,01-May-19,Wood and Leather,0.75,10
22_2,01-May-19,Paper and Printing,0.45,10
20_2,01-Jun-19,Agro based incl Cold Storages,0.58,10
23_3,01-Jun-19,Food Processing,3.61,10
21_5,01-Jun-19,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.04,10
21_6,01-Jun-19,Food Processing,0.87,10
21_2,01-Jun-19,Wood and Leather,0.5,10
20_3,01-Jun-19,Textiles,0.25,10
20_3,01-Jun-19,Engineering,0.31,10
22_1,01-Jun-19,Paper and Printing,2.03,10
15_2,01-Jun-19,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.25,10
20_1,01-Jun-19,Agro based incl Cold Storages,0.57,10
23_1,01-Jun-19,Granite and Stone Crushing,0.8,10
20_1,01-Jul-19,Plastic and Rubber,0.2,10
21_3,01-Jul-19,Food Processing,0.81,10
17_2,01-Jul-19,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.6,10
20_4,01-Jul-19,Granite and Stone Crushing,1.39,10
14_1,01-Jul-19,Plastic and Rubber,0.68,10
14_1,01-Jul-19,Agro based incl Cold Storages,0,10
19_1,01-Jul-19,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.73,10
15_2,01-Jul-19,Textiles,0.46,10
21_2,01-Aug-19,Engineering,0.08,10
15_3,01-Aug-19,Solar and Other Renewable Energy,0.27,10
15_1,01-Aug-19,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.25,10
19_1,01-Aug-19,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.37,10
18_2,01-Aug-19,Paper and Printing,0.1,10
17_2,01-Aug-19,Granite and Stone Crushing,5.5,10
17_2,01-Aug-19,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.45,10
15_1,01-Aug-19,Food Processing,0.24,10
15_1,01-Aug-19,Wood and Leather,0.25,10
20_2,01-Sep-19,Beverages,0.24,10
23_1,01-Sep-19,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.74,10
22_2,01-Sep-19,Engineering,0.5,10
18_1,01-Sep-19,Engineering,1.68,10
20_1,01-Sep-19,Wood and Leather,0.25,10
21_2,01-Sep-19,Plastic and Rubber,0.15,10
21_2,01-Oct-19,Agro based incl Cold Storages,0.54,10
18_1,01-Oct-19,Wood and Leather,0.2,10
17_3,01-Oct-19,R&D,10,10
20_3,01-Oct-19,Textiles,0.24,10
17_2,01-Oct-19,Others,0.63,10
14_2,01-Oct-19,Food Processing,0.17,10
14_4,01-Oct-19,Granite and Stone Crushing,0.25,10
19_2,01-Oct-19,Plastic and Rubber,0.25,10
20_2,01-Oct-19,Engineering,0.23,10
22_2,01-Oct-19,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.3,10
19_1,01-Oct-19,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.02,10
21_5,01-Oct-19,Textiles,0.03,10
18_1,01-Nov-19,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.5,10
22_1,01-Nov-19,Engineering,0.19,10
14_1,01-Nov-19,Others,0.68,10
20_1,01-Nov-19,Beverages,0.25,10
14_3,01-Nov-19,Plastic and Rubber,3,10
15_1,01-Nov-19,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.25,10
15_1,01-Nov-19,Granite and Stone Crushing,0.25,10
20_3,01-Nov-19,Granite and Stone Crushing,1.24,10
22_2,01-Nov-19,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.25,10
19_3,01-Dec-19,Granite and Stone Crushing,0.15,10
20_1,01-Dec-19,Food Processing,0.29,10
15_2,01-Dec-19,Wood and Leather,0.33,10
23_3,01-Dec-19,Wood and Leather,0.15,10
15_1,01-Dec-19,Pharmaceuticals and Chemicals,0.75,10
21_5,01-Jan-20,Granite and Stone Crushing,0.13,10
19_3,01-Jan-20,Others,0.07,10
15_1,01-Jan-20,Paper and Printing,0.85,10
16_1,01-Jan-20,Engineering,0.1,10
21_7,01-Jan-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.1,10
22_1,01-Jan-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.04,10
14_1,01-Jan-20,Pharmaceuticals and Chemicals,1.06,10
15_2,01-Jan-20,Others,0.2,10
15_2,01-Jan-20,Granite and Stone Crushing,0.44,10
17_3,01-Jan-20,Pharmaceuticals and Chemicals,0.63,10
23_1,01-Jan-20,Textiles,4.9,10
14_1,01-Jan-20,Agro based incl Cold Storages,3.49,10
17_2,01-Jan-20,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.55,10
17_3,01-Feb-20,Food Processing,0,10
21_5,01-Feb-20,Agro based incl Cold Storages,0.18,10
23_3,01-Feb-20,Granite and Stone Crushing,0.15,10
14_5,01-Feb-20,Food Processing,0.15,10
23_1,01-Feb-20,Plastic and Rubber,1.35,10
19_2,01-Feb-20,Food Processing,0.42,10
15_1,01-Feb-20,Agro based incl Cold Storages,0,10
23_3,01-Feb-20,Food Processing,4.05,10
17_1,01-Feb-20,Plastic and Rubber,0.45,10
23_2,01-Feb-20,Engineering,0.36,10
15_2,01-Feb-20,Others,0.8,10
15_2,01-Feb-20,"Real Estate,Industrial Parks and IT Buildings",50,10
20_3,01-Feb-20,Textiles,0.19,10
20_3,01-Feb-20,Wood and Leather,0.25,10
15_2,01-Mar-20,Others,3.02,10
23_1,01-Mar-20,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.91,10
15_2,01-Mar-20,Agro based incl Cold Storages,0.4,10
17_2,01-Mar-20,Food Processing,6.34,10
17_2,01-Mar-20,Pharmaceuticals and Chemicals,1.25,10
20_1,01-Mar-20,Engineering,0.2,10
